,tanggal,clean_text,Kandidat,Minggu ke-,positive,negative,label,score,sentimen,Sentimen_kode,sentimem,minggu pertama
87,9/29/2020 12:11,ranting pdi juang sekota surakarta menang gibranteguh taat patuh protokol keseha,Gibran-Teguh,1,0.545454545,0.090909091,positive,0.454545455,0,Negatif,,TRUE
88,9/29/2020 9:03,ijin bal rapopo tahan sik sing ijin dodol tetep metu seko polri bekingane gibran teguh og,Gibran-Teguh,1,0.0625,0,positive,0.0625,2,Positif,,TRUE
89,9/29/2020 8:59,pilwakotsolo kampanye gibranteguh tugas,Gibran-Teguh,1,0.25,0,positive,0.25,0,Negatif,,TRUE
90,9/29/2020 7:56,pilwakot surakarta pilkada ramai nomor berita bahas sosok gibran media menyor,Gibran-Teguh,1,0.090909091,0.181818182,negative,-0.090909091,2,Positif,,TRUE
91,9/29/2020 7:15,paslon bajo gegaruk bidjie gegayaan luh pilkada kalo usul mending,Gibran-Teguh,1,0,0.1,negative,-0.1,0,Negatif,,TRUE
92,9/29/2020 4:29,dana kampanye gibranteguh rp juta bajo rp pilkada,Gibran-Teguh,1,0.125,0,positive,0.125,0,Negatif,,TRUE
93,9/29/2020 2:59,komisi pilih kpu solo jawa terima daftar akun media sosial medsos milik,Gibran-Teguh,1,0.25,0.166666667,positive,0.083333333,0,Negatif,,TRUE
94,9/29/2020 2:10,megawati turun gunung jurkam gibranteguh kalah harga pdipjokowi hancur,Gibran-Teguh,1,0.111111111,0.222222222,negative,-0.111111111,0,Negatif,,TRUE
95,9/29/2020 1:33,pilkada solo lawan gibranteguh dana kampanye pasang bajo rp,Gibran-Teguh,1,0.111111111,0.111111111,positive,0,0,Negatif,,TRUE
96,9/29/2020 1:31,akh pegang teguh penggal kalimat khalil gibran wkwk,Gibran-Teguh,1,0.125,0,positive,0.125,2,Positif,,TRUE
97,9/28/2020 22:50,warga solo antusias box virtual kampanye sedia paslon gibranteguh warga keluh kesah de,Gibran-Teguh,1,0.230769231,0,positive,0.230769231,0,Negatif,,TRUE
98,9/28/2020 21:24,warga solo antusias box virtual kampanye sedia paslon gibranteguh warga kelu,Gibran-Teguh,1,0.181818182,0,positive,0.181818182,0,Negatif,,TRUE
99,9/28/2020 21:18,ayo rapatkann baris utk menang gibran teguh dgn terap disiplin protok kesehatansa,Gibran-Teguh,1,0.416666667,0,positive,0.416666667,2,Positif,,TRUE
100,9/28/2020 16:49,pilkada solo lawan gibranteguh dana kampanye pasang bajo rp kelurahannusukan panjipanji,Gibran-Teguh,1,0.090909091,0.090909091,positive,0,0,Negatif,,TRUE
101,9/28/2020 16:49,berita kampanye virtual sdh paslon walikota calon wakil walikota solo nomor u,Gibran-Teguh,1,0,0.083333333,negative,-0.083333333,1,Netral,1,TRUE
102,9/28/2020 16:47,selamat juang gibranteguhsemangat wujud surakarta kota budaya modern tangguh gesit kreatif da,Gibran-Teguh,1,0.583333333,0.083333333,positive,0.5,0,Negatif,,TRUE
103,9/28/2020 16:06,optimis gibranteguh terap kampanye sehat bahaya tular virus korona menang pilkada,Gibran-Teguh,1,0.363636364,0.181818182,positive,0.181818182,0,Negatif,,TRUE
104,9/28/2020 15:47,ranting pdi juang sekota surakarta menang gibranteguh taat patuh protokol,Gibran-Teguh,1,0.6,0.1,positive,0.5,0,Negatif,,TRUE
105,9/28/2020 15:12,kampanye virtual gibran rakabumingteguh prakosa puji warga solo,Gibran-Teguh,1,0.375,0,positive,0.375,2,Positif,,TRUE
106,9/28/2020 14:41,kampanye virtual gibran rakabumingteguh prakosa apresiasi warga,Gibran-Teguh,1,0.571428571,0,positive,0.571428571,2,Positif,,TRUE
107,9/28/2020 14:41,kampanye virtual sdh pasang calon walikota calon wakil walikota solo nomor urut gibr,Gibran-Teguh,1,0,0.153846154,negative,-0.153846154,1,Netral,1,TRUE
108,9/28/2020 14:28,selamat juang gibranteguhsemangat wujud surakarta kota budaya modern tangguh gesit kreat,Gibran-Teguh,1,0.545454545,0.090909091,positive,0.454545455,0,Negatif,,TRUE
109,9/28/2020 14:14,optimis gibranteguh terap kampanye sehat bahaya tular virus korona menang pilka,Gibran-Teguh,1,0.363636364,0.181818182,positive,0.181818182,0,Negatif,,TRUE
110,9/28/2020 10:19,kampanye virtual sdh paslon cawalkot solo dgn no urut kampany,Gibran-Teguh,1,0,0,positive,0,0,Negatif,,TRUE
111,9/28/2020 10:06,gibran sapa masyarakat virtual box keliling kampung teguh blusukan of,Gibran-Teguh,1,0.2,0.1,positive,0.1,2,Positif,,TRUE
112,9/28/2020 9:58,kampanye gibran teguh kantong dana rp m bajo rp,Gibran-Teguh,1,0.111111111,0,positive,0.111111111,2,Positif,,TRUE
113,9/28/2020 8:39,timbul kerumun massa pasang calon walikota solo gibran rakabuming raka teguh prakoso te,Gibran-Teguh,1,0.307692308,0.076923077,positive,0.230769231,1,Netral,1,TRUE
114,9/28/2020 8:38,dpc pdip solo target menang gibranteguh kontribusi y,Gibran-Teguh,1,0.375,0,positive,0.375,0,Negatif,,TRUE
115,9/28/2020 8:08,selamat juang gibran gibran teguh solo,Gibran-Teguh,1,0.333333333,0.166666667,positive,0.166666667,2,Positif,,TRUE
116,9/28/2020 8:03,gibran teguh kampanye unik blusukan online hindar kumpul massa patuh protocol,Gibran-Teguh,1,0.363636364,0.090909091,positive,0.272727273,2,Positif,,TRUE
117,9/28/2020 7:47,kampanye virtual pasang calon wali kota calon wakil wali kota solo nomor urut gibran rakab,Gibran-Teguh,1,0.066666667,0.133333333,negative,-0.066666667,1,Netral,1,TRUE
118,9/28/2020 7:37,pilwakot surakarta pilkada ramai nomor berita bahas sosok gibran media,Gibran-Teguh,1,0.1,0.2,negative,-0.1,2,Positif,,TRUE
119,9/28/2020 7:33,kampanye virtual sdh paslon gibranteguh pd kampanye bonorejo kel nusukan kec banjarsari solo jawa tenga,Gibran-Teguh,1,0.133333333,0,positive,0.133333333,0,Negatif,,TRUE
120,9/28/2020 7:33,pandemi covid ubah mek temu online paslon lainkampanye vi,Gibran-Teguh,1,0,0,positive,0,0,Negatif,,TRUE
121,9/28/2020 7:01,gibran teguh generasi,Gibran-Teguh,1,0.333333333,0,positive,0.333333333,2,Positif,,TRUE
122,9/28/2020 6:02,kampanye virtual sdh pasang calon walikota calon wakil walikota solo nomor urut,Gibran-Teguh,1,0,0.166666667,negative,-0.166666667,1,Netral,1,TRUE
123,9/28/2020 5:26,pasang cawali cawawali solo nomor urut gibran rakabuming rakateguh prakosa langsung blusukan online,Gibran-Teguh,1,0.307692308,0,positive,0.307692308,1,Netral,1,TRUE
124,9/28/2020 5:00,gibran rakabuming raka resmi calon wali kota solo pilih kepala daerah pilkada serentak b,Gibran-Teguh,1,0.142857143,0.142857143,positive,0,1,Netral,1,TRUE
125,9/28/2020 4:57,kampanyepilkadavirtual sdh paslon walikota calon wakil walikota solo nomor urut gibran teguh pd h,Gibran-Teguh,1,0.071428571,0.071428571,positive,0,1,Netral,1,TRUE
126,9/28/2020 4:50,berita kampanye virtual sdh paslon walikota calon wakil walikota solo,Gibran-Teguh,1,0,0.1,negative,-0.1,1,Netral,1,TRUE
127,9/28/2020 4:40,ranting pdi juang sekota surakarta menang gibranteguh taat p,Gibran-Teguh,1,0.444444444,0,positive,0.444444444,0,Negatif,,TRUE
128,9/28/2020 4:37,pasang cawali cawawali solo nomor urut gibran rakabuming rakateguh prakosa langsung blusukan,Gibran-Teguh,1,0.333333333,0,positive,0.333333333,1,Netral,1,TRUE
129,9/28/2020 3:39,kampanyepilkadavirtualkampanye perdana gibranteguh blusukan daring virtual boxkampanye gibran bl,Gibran-Teguh,1,0.111111111,0,positive,0.111111111,0,Negatif,,TRUE
130,9/28/2020 3:39,timbul kerumun massa pasang calon walikota solo gibran rakabuming raka teguh prakoso lak,Gibran-Teguh,1,0.307692308,0.076923077,positive,0.230769231,1,Netral,1,TRUE
131,9/28/2020 3:39,kampanyepilkadavirtualkampanye virtual jg paslon gibran rakabuming rakateguh prakosa pilkada solo,Gibran-Teguh,1,0.4,0,positive,0.4,1,Netral,1,TRUE
132,9/28/2020 3:37,kampanyepilkadavirtualketua tim menang gibranteguh putut gunawan tahap kampanye timnya a,Gibran-Teguh,1,0.2,0.1,positive,0.1,0,Negatif,,TRUE
133,9/28/2020 3:27,kampanyepilkadavirtualkampanye virtual pasang calon wali kota calon wakil wali,Gibran-Teguh,1,0,0.222222222,negative,-0.222222222,1,Netral,1,TRUE
134,9/28/2020 3:15,kampanyepilkadavirtualpasangan calon wali kota wakil wali kota solo gibran rakabuming rakateguh prakosa b,Gibran-Teguh,1,0.307692308,0.076923077,positive,0.230769231,1,Netral,1,TRUE
135,9/28/2020 3:13,kampanye virtual pasang calon wali kota wakil walikota solo nomor urut gibr,Gibran-Teguh,1,0,0.083333333,negative,-0.083333333,1,Netral,1,TRUE
136,9/28/2020 2:49,fakta kampanye digital gibran teguh pilkada solo warga keluh kesahnya,Gibran-Teguh,1,0.2,0,positive,0.2,2,Positif,,TRUE
137,9/28/2020 2:07,nomor urut pasang calonkpu kota surakarta nomor urut pasang gibran rakabuming raka teguh pra,Gibran-Teguh,1,0.285714286,0.071428571,positive,0.214285714,1,Netral,1,TRUE
138,9/28/2020 2:01,dana kampanye gibranteguh amp bajo masingmasing batas rp m,Gibran-Teguh,1,0.111111111,0.222222222,negative,-0.111111111,0,Negatif,,TRUE
139,9/28/2020 1:44,dapar nomor urut gibranteguh kampanye blusukan onlinepdiperjuangangibranteguh ht,Gibran-Teguh,1,0.25,0.125,positive,0.125,0,Negatif,,TRUE
140,9/28/2020 1:38,kampanye virtual pasang calon wali kota wakil walikota solo nomor urut,Gibran-Teguh,1,0,0.090909091,negative,-0.090909091,1,Netral,1,TRUE
141,9/28/2020 1:29,kampanye virtual pasang calon wali kota calon wakil wali kota solo nomor urut gibran,Gibran-Teguh,1,0,0.142857143,negative,-0.142857143,1,Netral,1,TRUE
142,9/28/2020 1:20,ruarrrr biasahhh tiati nek jaman covid megawati turun gunung jurkam gibranteguh,Gibran-Teguh,1,0.272727273,0.090909091,positive,0.181818182,0,Negatif,,TRUE
143,9/28/2020 1:15,kampanye virtual sdh paslon cawalkot solo dgn no urut,Gibran-Teguh,1,0,0,positive,0,0,Negatif,,TRUE
144,9/28/2020 1:09,kampanye virtual sdh paslon gibranteguh pd kampanye bonorejo kel nusukan kec banjarsari solo,Gibran-Teguh,1,0.076923077,0,positive,0.076923077,0,Negatif,,TRUE
145,9/28/2020 1:00,pandemi covid ubah mek temu online paslon lainkam,Gibran-Teguh,1,0,0,positive,0,0,Negatif,,TRUE
146,9/28/2020 1:00,kampanyepilkadavirtual sdh paslon walikota calon wakil walikota solo nomor urut gibran teg,Gibran-Teguh,1,0,0.083333333,negative,-0.083333333,1,Netral,1,TRUE
147,9/28/2020 1:00,kampanyepilkadavirtualpasangan calon wali kota wakil wali kota solo gibran rakabuming rakateguh prakosa le,Gibran-Teguh,1,0.307692308,0.076923077,positive,0.230769231,1,Netral,1,TRUE
148,9/28/2020 1:00,kampanyepilkadavirtualkampanye virtual pasang calon wali kota calon wakil,Gibran-Teguh,1,0,0.25,negative,-0.25,1,Netral,1,TRUE
149,9/28/2020 0:38,kampanyepilkadavirtualketua tim menang gibranteguh putut gunawan tahap kampanye tim,Gibran-Teguh,1,0.222222222,0.111111111,positive,0.111111111,0,Negatif,,TRUE
150,9/28/2020 0:18,kampanyepilkadavirtualkampanye virtual jg paslon gibran rakabuming rakateguh prakosa pilkada s,Gibran-Teguh,1,0.4,0,positive,0.4,1,Netral,1,TRUE
151,9/28/2020 0:06,gibranteguh vs bajo,Gibran-Teguh,1,0.333333333,0,positive,0.333333333,0,Negatif,,TRUE
152,9/27/2020 14:29,pilkada solo lawan gibranteguh dana kampanye pasang bajo rp darisuara,Gibran-Teguh,1,0.1,0.2,negative,-0.1,0,Negatif,,TRUE
153,9/27/2020 14:06,gibranteguh lapor dana kampanye pilkada solo rp juta bajo nol rupiah,Gibran-Teguh,1,0.090909091,0,positive,0.090909091,0,Negatif,,TRUE
154,9/27/2020 13:14,gibranteguh laku kampanye virtual pakar komunikasi politik nilai efektif pikir rakyat tasikmalaya,Gibran-Teguh,1,0.333333333,0,positive,0.333333333,0,Negatif,,TRUE
155,9/27/2020 12:23,laku kampanye virtual pakar komunikasi politik nilai efektif pikir rakyat ta,Gibran-Teguh,1,0.272727273,0,positive,0.272727273,0,Negatif,,TRUE
156,9/27/2020 11:20,kampanye sehat kampanye cerdas good luck gibran teguh moga sukses,Gibran-Teguh,1,0.4,0,positive,0.4,2,Positif,,TRUE
157,9/27/2020 11:06,kampanye onlie pasang gibranteguh prakosa cegah kerumun kumparannews,Gibran-Teguh,1,0.25,0,positive,0.25,0,Negatif,,TRUE
158,9/27/2020 11:03,saluut gibran teguh bikin kampanye pandemi,Gibran-Teguh,1,0.166666667,0,positive,0.166666667,2,Positif,,TRUE
159,9/27/2020 10:50,mantap paslon walikota solo gibran amp teguh nih blusukan virtual kampanye n,Gibran-Teguh,1,0.083333333,0.083333333,positive,0,2,Positif,,TRUE
160,9/27/2020 10:47,keren nih monitor bukti paslon walikota solo gibran amp teguh kreatif b,Gibran-Teguh,1,0.25,0.166666667,positive,0.083333333,2,Positif,,TRUE
161,9/27/2020 10:45,bener bener keren salut ama paslon gibran teguh,Gibran-Teguh,1,0.375,0.125,positive,0.25,2,Positif,,TRUE
162,9/27/2020 10:44,inovasi kampanye pandemi kaya ide kreatif paslon gibran teguh,Gibran-Teguh,1,0.444444444,0,positive,0.444444444,2,Positif,,TRUE
